№ п/п;№ ЖДЦ;ТИП;Грузоподъёмность ;№ акта;Дата браковки;Причина;Собственник
361;73059610;90;66;206;26.03.2022;прикрытие;АО НТС
362;73302481;90;66;206;26.03.2022;прикрытие;АО НТС
363;54246418;106;66;207;27.03.2022;прикрытие;"АО ""НТС"""
364;57272288;106;66;207;27.03.2022;прикрытие;ТРАНСОЙЛ
365;53974788;72;66;208;28.03.2022;прикрытие;"АО ""НТС"""
366;75099515;106;66;208;28.03.2022;прикрытие;"АО ""НТС"""
367;54695606;90;66;209;28.03.2022;прикрытие;"АО ""НТС"""
368;55661219;66;66;209;28.03.2022;прикрытие;"АО ""НТС"""
369;54241963;66;66;209;28.03.2022;текущий ремонт;"АО ""НТС"""
370;73070039;90;66;209;28.03.2022;выщербина обода колеса;"АО ""НТС"""
371;57379315;92;66;209;28.03.2022;трещина запасного резервуара;"АО ""НТС"""
372;50525427;72;66;209;28.03.2022;неисправен погл аппарат;"АО ""НТС"""
373;73059610;90;66;210;28.03.2022;прикрытие;"АО ""НТС"""
374;73302481;90;66;210;28.03.2022;прикрытие;"АО ""НТС"""
375;73598583;90;66;210;28.03.2022;износ фрикционного клина;"АО ""НТС"""
376;50437078;90;66;210;28.03.2022;на ст. кряж;"АО ""НТС"""
377;50437979;90;66;210;28.03.2022;на ст. кряж;ТРАНСОЙЛ
378;54702105;90;66;211;28.03.2022;прикрытие;"АО ""НТС"""
379;57039828;66;66;211;28.03.2022;прикрытие;"АО ""НТС"""
380;51458123;66;65;211;28.03.2022;не оформлена ;"АО ""НТС"""
381;57210148;106;66;211;28.03.2022;не обработана под налив;"АО ""НТС"""
382;55667448;66;66;211;28.03.2022;несоответств.зазоров скользуна;РН-Транс
383;51048858;62;60;212;29.03.2022;прикрытие;ТРАНСОЙЛ
384;75060350;66;66;212;29.03.2022;прикрытие;"АО ""НТС"""
385;51617769;72;66;212;29.03.2022;ПОЛЗУН;"АО ""НТС"""
386;52025053;66;66;213;29.03.2022;прикрытие;НефТрСер
387;51447183;72;66;213;29.03.2022;прикрытие;
388;57112757;101;68;213;29.03.2022;предстоят изменения брак ж/д;ТРАНСОЙЛ
389;50630458;66;68;214;29.03.2022;прикрытие;ТРАНСОЙЛ
390;73908907;92;66;214;29.03.2022;прикрытие;"АО ""НТС"""
391;74927955;101;68;215;30.03.2022;прикрытие;ТРАНСОЙЛ
392;57381113;92;66;215;30.03.2022;прикрытие;"АО ""НТС"""
393;50137132;66;68;215;30.03.2022;тонкий гребень;"АО ""НТС"""
394;57041873;66;66;216;30.03.2022;прикрытие;ТРАНСОЙЛ
395;73953333;92;66;216;30.03.2022;прикрытие;ТРАНСОЙЛ
396;54694849;90;66;217;31.03.2022;прикрытие;ТРАНСОЙЛ
397;53883278;90;66;217;31.03.2022;прикрытие;"АО ""НТС"""
398;57041873;66;66;218;31.03.2022;прикрытие;ТРАНСОЙЛ
399;73953333;92;66;218;31.03.2022;прикрытие;ТРАНСОЙЛ
1;55945711;106;66;220;01.04.2022;Прикрытие;"АО ""НТС"""
